ID,PAGE,TYPE,ITALIAN,MALAY,NIAS,TOBA_BATAK,ENGGANO,MALAY_1,NIAS_1,TOBA_BATAK_1,ENGGANO_1,NIAS_1_rm,TOBA_BATAK_1_sem,TOBA_BATAK_1_rm,ENGGANO_1_sem,ENGGANO_1_rm,REMARK,TOBA_BATAK_SOURCE,nias_TOKEN,nias_TRANSLITERATED,nias_COMMON,toba_batak_TOKEN,toba_batak_TRANSLITERATED,toba_batak_COMMON,ENO_TOKEN,ENO_TRANSLITERATED,ENO_COMMON
337,273,word,Marito,Lachí²,Ina matúa,Amáng²,Nanu,Lachí²,Ina matúa,Amáng²,Nanu,,,,,,,J. S. A. Van Dissel,i n a # m a t ú a,i n a # m a t u a,ina matua,a m á n g ²,a m a n j ²,amanj²,n a n u,n a n u,nanu
338,273,word,Mattina,Paghí,Maemolu,Sogót,Pahemana,Paghí,Maemolu,Sogót,Pahemana,,,,,,,J. S. A. Van Dissel,m ae m o l u,m a:e m o l u,ma:emolu,s o g ó t,s o j o t,sojot,p a h e m a n a,p a h e m a n a,pahemana
339,273,word,Maturo,Masá,Asoso,Masáh,Menaco,Masá,Asoso,Masáh,Menaco,,,,,,,,a s o s o,a s o s o,asoso,m a s á h,m a s a h,masah,m e n a c o,m e n a k o,menako
340,273,word,Medicina,Obát,Dálu²,Daon,Ehabédo,Obát,Dálu²,Daon,Ehabédo,,,,,,,,d á l u ²,d a l u ²,dalu²,d ao n,d a:o n,da:on,e h a b é d o,e h a b e d o,ehabedo
341,273,word,Medio,Giari te<i>ng</i>á,Turu lawa,Tambar,Eu apo,Giari tengá,Turu lawa,Tambar,Eu apo,,,,,,,,t u r u # l a w a,t u r u # l a w a,turu lawa,t a m b a r,t a m b a r,tambar,e u # a p o,e u # a p o,eu apo
342,273,word,Medio del piede,Giari te<i>ng</i>á cachí,,Si tuwalang,Eminuáe,Giari tengá cachí,,Si tuwalang,Eminuáe,,,,,,,J. S. A. Van Dissel,,⁇,⁇,s i # t u w a l a n g,s i # t u w a l a n j,si tuwalanj,e m i n u á e,e m i n u a e,eminuae
343,273,word,Meno,Curáng,Ambo,Nuráng,Chimaná,Curáng,Ambo,Nuráng,Chimaná,,,,,,,J. S. A. Van Dissel,a m b o,a m b o,ambo,n u r á n g,n u r a n j,nuranj,ch i m a n á,k i m a n a,kimana
344,273,word,Mentire,Giusta,Falimo,Margapgápi,Poporò,Giusta,Falimo,Margapgápi,Poporò,,,,,,,J. S. A. Van Dissel,f a l i m o,f a l i m o,falimo,m a r g a p g á p i,m a r j a p j a p i,marjapjapi,p o p o r ò,p o p o r O,poporO
345,273,word,Mento,Dagu,Tai,Isáng,Echì,Dagu,Tai,Isáng,Echì,,,,,,,J. S. A. Van Dissel,t ai,t a:i,ta:i,i s á n g,i s a n j,isanj,e ch ì,e k i,eki
346,273,word,Merda,Tahi,Tai,Itíng,Echai,Tahi,Tai,Itíng,Echai,,,,,,,,t ai,t a:i,ta:i,i t í n g,i t i n j,itinj,e c h ai,e k h a:i,ekha:i
347,273,word,Merda,Bèra,Tai,Itíng,Echai,Bèra,Tai,Itíng,Echai,,,,,,,,t ai,t a:i,ta:i,i t í n g,i t i n j,itinj,e c h ai,e k h a:i,ekha:i
348,273,word,Metà,Ste<i>ng</i>á,Mató<i>ng</i>a,To<i>ng</i>a,Chidaho,Stengá,Matónga,Tonga,Chidaho,,,,,,,J. S. A. Van Dissel,m a t ó n g a,m a t o n j a,matonja,t o n g a,t o n j a,tonja,ch i d a h o,k i d a h o,kidaho
349,273,word,Mignolo,Cali<i>ng</i>chí<i>ng</i>,Turu si achi,Anac ni ta<i>ng</i>án,Eara uapo,Calingchíng,Turu si achi,Anac ni tangán,Eara uapo,,,,,,,J. S. A. Van Dissel,t u r u # s i # a ch i,t u r u # s i # a k i,turu si aki,a n a c # n i # t a n g á n,a n a k # n i # t a n j a n,anak ni tanjan,e a r a # u a p o,e a r a # u a p o,eara uapo
350,273,word,Mignolo del piede,Cali<i>ng</i>chí<i>ng</i> cachí,,,Earaua,Calingchíng cachí,,,Earaua,,,,,,,,,⁇,⁇,,⁇,⁇,e a r au a,e a r a:u a,eara:ua
351,273,word,Minacciare,Britacút,Lafeláu,Mangasupi,Epuru,Britacút,Lafeláu,Mangasupi,Epuru,,,,,,"M--""beri takut"" ?",J. S. A. Van Dissel,l a f e l á u,l a f e l a u,lafelau,m a n g a s u p i,m a n j a s u p i,manjasupi,e p u r u,e p u r u,epuru
352,273,word,Mio,Saia punia,Gu,,Eharu,Saia punia,Gu,,Eharu,,,,,,,,g u,j u,ju,,⁇,⁇,e h a r u,e h a r u,eharu
353,273,word,Misericordia,Cassián,Fa aharo d<i>o</i>d<i>o</i>,Saiáng,Pachinunai,Cassián,Fa aharo dodo,Saiáng,Pachinunai,,,,,,GPWR--reciprocal (?),,f a # a h a r o # d o d o,f a # a h a r o # d o d o,fa aharo dodo,s ai á n g,s a:i a n j,sa:ianj,p a ch i n u n ai,p a k i n u n a:i,pakinuna:i
354,273,word,Moglie,Biní,Alave,Bòru²,Honá,Biní,Alave,Bòru²,Honá,,,,,,,J. S. A. Van Dissel,a l a v e,a l a v e,alave,b ò r u ²,b O r u ²,bOru²,h o n á,h o n a,hona
355,273,word,Molto,Bagná,Oia,Lan,Mòco,Bagná,Oia,Lan,Mòco,,,,,,,J. S. A. Van Dissel,o i a,o i a,oia,l a n,l a n,lan,m ò c o,m O k o,mOko
356,273,word,Montare,Naèc,Manoi,Manáec,Ahi gèbe,Naèc,Manoi,Manáec,Ahi gèbe,,,,,,,,m a n o i,m a n o i,manoi,m a n á e c,m a n a e k,manaek,a h i # g è b e,a h i # j E b e,ahi jEbe
357,274,word,Monte,Gunúng,Hili,Dòloc,Ecòho,Gunúng,Hili,Dòloc,Ecòho,,,,,,,,h i l i,h i l i,hili,d ò l o c,d O l o k,dOlok,e c ò h o,e k O h o,ekOho
358,274,word,Monte,Gunúng,Bawo,Dòloc,Ecòho,Gunúng,Bawo,Dòloc,Ecòho,,,,,,,,b a w o,b a w o,bawo,d ò l o c,d O l o k,dOlok,e c ò h o,e k O h o,ekOho
359,274,word,Mordere,Menghighít,Fausu,Maccarát,Hao,Menghighít,Fausu,Maccarát,Hao,,,,,,,J. S. A. Van Dissel,f au s u,f a:u s u,fa:usu,m a cc a r á t,m a k a r a t,makarat,h ao,h a:o,ha:o
360,274,word,Morire,Matí,Mate,Mate,Opanené caá,Matí,Mate,Mate,Opanené caá,,,,,,,,m a t e,m a t e,mate,m a t e,m a t e,mate,o p a n e n é # c a á,o p a n e n e # k a a,opanene kaa
361,274,word,Morto,Matí,Mate,Mamis,Caá,Matí,Mate,Mamis,Caá,,,,,,,J. S. A. Van Dissel,m a t e,m a t e,mate,m a m i s,m a m i s,mamis,c a á,k a a,kaa
362,274,word,Muto,Bisu,Si lo hede hede,<i>Ng</i>u<i>ng</i>u,Chiparadío,Bisu,Si lo hede hede,Ngungu,Chiparadío,,,,,,,,s i # l o # h e d e # h e d e,s i # l o # h e d e # h e d e,si lo hede hede,n g u n g u,n j u n j u,njunju,ch i p a r a d í o,k i p a r a d i o,kiparadio
363,274,word,Nascere,Peranác,Tumbu,Manginlubu,Coda,Peranác,Tumbu,Manginlubu,Coda,,,,,,,,t u m b u,t u m b u,tumbu,m a n gi n l u b u,m a n c n l u b u,mancnlubu,c o d a,k o d a,koda
364,274,word,Naso,Hidung,Ichu,Igung,Epanu,Hidung,Ichu,Igung,Epanu,,,,,,,,i c h u,i k h u,ikhu,i g u n g,i j u n j,ijunj,e p a n u,e p a n u,epanu
365,274,word,Naufragare,Picciá capál,Abólo nòwo,,Chipopòa,Picciá capál,Abólo nòwo,,Chipopòa,,,,,,,,a b ó l o # n ò w o,a b o l o # n O w o,abolo nOwo,,⁇,⁇,ch i p o p ò a,k i p o p O a,kipopOa
366,274,word,Nave,Prau,Owo,Parau,Elòha,Prau,Owo,Parau,Elòha,,,,,,,J. S. A. Van Dissel,o w o,o w o,owo,p a r au,p a r a:u,para:u,e l ò h a,e l O h a,elOha
367,274,word,Nave,Capál,Owo,Parau,Elòha,Capál,Owo,Parau,Elòha,,,,,,,J. S. A. Van Dissel,o w o,o w o,owo,p a r au,p a r a:u,para:u,e l ò h a,e l O h a,elOha
368,274,word,Nemico,Musúh,Emáli,Musú,Parahò,Musúh,Emáli,Musú,Parahò,,,,,,GPWR--reciprocal (?),J. S. A. Van Dissel,e m á l i,e m a l i,emali,m u s ú,m u s u,musu,p a r a h ò,p a r a h O,parahO
369,274,word,Nero,Itám,Saito,Birɔ<i>ng</i>,Caani,Itám,Saito,Birɔng,Caani,,,,,,,,s ai t o,s a:i t o,sa:ito,b i r ɔ n g,b i r ɔ n j,birɔnj,c a a n i,k a a n i,kaani
370,274,word,Nò,Tidá,L<i>o</i>,Indaong,Chèa,Tidá,Lo,Indaong,Chèa,,,,,,,,l o,l o,lo,i n d ao n g,i n d a:o n j,inda:onj,ch è a,k E a,kEa
371,274,word,Noi,Chíta,Iaita,"Hita<rm=""incl."">",Ica,Chíta,Iaita,Hita,Ica,,,incl.,,,,,i ai t a,i a:i t a,ia:ita,h i t a,h i t a,hita,i c a,i k a,ika
372,274,word,Noi,Chíta,Iaita,"Hami<rm=""escl."">",Ica,Chíta,Iaita,Hami,Ica,,,escl.,,,,,i ai t a,i a:i t a,ia:ita,h a m i,h a m i,hami,i c a,i k a,ika
373,274,word,Nome,Náma,T<i>o</i>i,Goarna,Niène,Náma,Toi,Goarna,Niène,,,,,,,,t o i,t o i,toi,g o a r n a,j o a r n a,joarna,n i è n e,n i E n e,niEne
374,274,word,Non ancora,Blòn,L<i>o</i> na,Las sowada,Capé,Blòn,Lo na,Las sowada,Capé,,,,,,,,l o # n a,l o # n a,lo na,l a s # s o w a d a,l a s # s o w a d a,las sowada,c a p é,k a p e,kape
375,274,word,Nostro,Chíta púnia,"Ma<rm=""esclus."">",,Eharu,Chíta púnia,Ma,,Eharu,esclus.,,,,,,,m a,m a,ma,,⁇,⁇,e h a r u,e h a r u,eharu
376,274,word,Nostro,Chíta púnia,"Da<rm=""inclus."">",,Eharu,Chíta púnia,Da,,Eharu,inclus.,,,,,,,d a,d a,da,,⁇,⁇,e h a r u,e h a r u,eharu
377,274,word,Notte,Malám,L<i>o</i> monucha,Bor<i>ng</i>in,Coahia,Malám,Lo monucha,Borngin,Coahia,,,,,,,,l o # m o n u c h a,l o # m o n u k h a,lo monukha,b o r n gi n,b o r n c n,borncn,c o a h i a,k o a h i a,koahia
378,274,word,Nuca,Te<i>ng</i>cúc,,"Parsangulán<rm=""d' una bestia"">",Heucaa,Tengcúc,,Parsangulán,Heucaa,,,d' una bestia,,,,J. S. A. Van Dissel,,⁇,⁇,p a r s a n g u l á n,p a r s a n j u l a n,parsanjulan,h e u c a a,h e u k a a,heukaa
379,274,word,Nuotare,Renáng,Molangi,Marla<i>ng</i>e,Eaco,Renáng,Molangi,Marlange,Eaco,,,,,,,J. S. A. Van Dissel,m o l a n gi,m o l a n c,molanc,m a r l a n g e,m a r l a n j e,marlanje,e a c o,e a k o,eako
380,274,word,Nutrimento,Macanán,Balazo,Indahán,Eoá,Macanán,Balazo,Indahán,Eoá,,,,,,,J. S. A. Van Dissel,b a l a z o,b a l a z o,balazo,i n d a h á n,i n d a h a n,indahan,e o á,e o a,eoa
381,274,word,Nuvole,Awáng,Lavuo,,Ecao doho,Awáng,Lavuo,,Ecao doho,,,,,,,,l a v u o,l a v u o,lavuo,,⁇,⁇,e c ao # d o h o,e k a:o # d o h o,eka:o doho
382,274,word,Obbediente,Turút,C<i>o</i>mo,Mangolòi,Baiò,Turút,Como,Mangolòi,Baiò,,,,,,,J. S. A. Van Dissel,c o m o,k o m o,komo,m a n g o l òi,m a n j o l o:i,manjolo:i,b ai ò,b a:i O,ba:iO
383,274,word,Occhio,Mata,H<i>o</i>r<i>o</i>,Mata,Ebaca,Mata,Horo,Mata,Ebaca,,,,,,,,h o r o,h o r o,horo,m a t a,m a t a,mata,e b a c a,e b a k a,ebaka
384,274,word,Occupazione,Cregia,Arorodo manu,Ganan,Menuca,Cregia,Arorodo manu,Ganan,Menuca,,,,,,,J. S. A. Van Dissel,a r o r o d o # m a n u,a r o r o d o # m a n u,arorodo manu,g a n a n,j a n a n,janan,m e n u c a,m e n u k a,menuka
385,274,word,Odiare,Bencí,Maf<i>o</i>nu,Mahihi,Cheneuéhe,Bencí,Mafonu,Mahihi,Cheneuéhe,,,,,,,J. S. A. Van Dissel,m a f o n u,m a f o n u,mafonu,m a h i h i,m a h i x i,mahixi,ch e n e u é h e,k e n e u e h e,keneuehe
386,274,word,Oggi,Ini arí,Ma<i>o</i>ch<i>o</i>,Naon,Ecaha é,Ini arí,Maocho,Naon,Ecaha é,,,,,,,J. S. A. Van Dissel,m ao c h o,m a:o k h o,ma:okho,n ao n,n a:o n,na:on,e c a h a # é,e k a h a # e,ekaha e
387,274,word,Olio,Mignác,Fanicha,,Epihopò,Mignác,Fanicha,,Epihopò,,,,,,,,f a n i c h a,f a n i k h a,fanikha,,⁇,⁇,e p i h o p ò,e p i x o p O,epixopO
388,274,word,Ombilico,Pusát,Fuso,,Epuco,Pusát,Fuso,,Epuco,,,,,,,,f u s o,f u s o,fuso,,⁇,⁇,e p u c o,e p u k o,epuko
389,274,word,Ora (avv. ),Scará<i>ng</i>,Iada,Alai,Noóni,Scaráng,Iada,Alai,Noóni,,,,,,,,i a d a,i a d a,iada,a l ai,a l a:i,ala:i,n o ó n i,n o o n i,nooni
390,274,word,Ora (avv. ),Scará<i>ng</i>,Iada,Ombas,Noóni,Scaráng,Iada,Ombas,Noóni,,,,,,,,i a d a,i a d a,iada,o m b a s,o m b a s,ombas,n o ó n i,n o o n i,nooni
391,274,word,Orecchio,Telí<i>ng</i>a,Dali<i>ng</i>a,Supi<i>ng</i>,Ecarihía,Telínga,Dalinga,Suping,Ecarihía,,,,,,,,d a l i n g a,d a l i n j a,dalinja,s u p i n g,s u p i n j,supinj,e c a r i h í a,e k a r i x i a,ekarixia
392,274,word,Orfano,Piátu,,Na malumáng,Cahoúca,Piátu,,Na malumáng,Cahoúca,,,,,,,,,⁇,⁇,n a # m a l u m á n g,n a # m a l u m a n j,na malumanj,c a h oú c a,k a h o:u k a,kaho:uka
393,274,word,Orinare,Buáng aier,Io,Mesè<i>ng</i>,Ecò,Buáng aier,Io,Mesèng,Ecò,,,,,,,,i o,i o,io,m e s è n g,m e s E n j,mesEnj,e c ò,e k O,ekO
394,274,word,Ornamento degli orecchi,Dgin dgin telí<i>ng</i>a,Wale²,Palonác,Paricohòi,Dgin dgin telínga,Wale²,Palonác,Paricohòi,,,,,,,,w a l e ²,w a l e ²,wale²,p a l o n á c,p a l o n a k,palonak,p a r i c o h òi,p a r i k o h o:i,parikoho:i
395,274,word,Ornamento degli orecchi,Dgin dgin telí<i>ng</i>a,Wale²,Si bo<i>ng</i>,Paricohòi,Dgin dgin telínga,Wale²,Si bong,Paricohòi,,,,,,,,w a l e ²,w a l e ²,wale²,s i # b o n g,s i # b o n j,si bonj,p a r i c o h òi,p a r i k o h o:i,parikoho:i
396,274,word,Osso,Tulá<i>ng</i>,Tòla,,Eà,Tuláng,Tòla,,Eà,,,,,,,,t ò l a,t O l a,tOla,,⁇,⁇,e à,e a,ea
397,274,word,Ovunque,,Gòfu heza,,Idò²,,Gòfu heza,,Idò²,,,,,,,,g ò f u # h e z a,j O f u # h e z a,jOfu heza,,⁇,⁇,i d ò ²,i d O ²,idO²
398,274,word,Pacco di tabacco,Lempèng,Lèfe,,Cachidapa,Lempèng,Lèfe,,Cachidapa,,,,,,,,l è f e,l E f e,lEfe,,⁇,⁇,c a ch i d a p a,k a k i d a p a,kakidapa
399,275,word,Padre,Ama,Oma,Ama,Ama,Ama,Oma,Ama,Ama,,,,,,,,o m a,o m a,oma,a m a,a m a,ama,a m a,a m a,ama
400,275,word,Palpebra,Chelupa mata,,,Eurobaca,Chelupa mata,,,Eurobaca,,,,,,,,,⁇,⁇,,⁇,⁇,e u r o b a c a,e u r o b a k a,eurobaka
401,275,word,Palude,Rawa,Laza,Rawáng,Chelo²,Rawa,Laza,Rawáng,Chelo²,,,,,,,J. S. A. Van Dissel,l a z a,l a z a,laza,r a w á n g,r a w a n j,rawanj,ch e l o ²,k e l o ²,kelo²
402,275,word,Parenti,Sanac sudara,Sibaia,Na góda<i>ng</i>,Arpaha,Sanac sudara,Sibaia,Na gódang,Arpaha,,,,,,,,s i b ai a,s i b a:i a,siba:ia,n a # g ó d a n g,n a # j o d a n j,na jodanj,a r p a h a,a r p a h a,arpaha
403,275,word,Parlare,Biciara,Muhede,Mahatai,Panau̇,Biciara,Muhede,Mahatai,Panau̇,,,,,,,,m u h e d e,m u h e d e,muhede,m a h a t ai,m a h a t a:i,mahata:i,p a n au̇,p a n a:u,pana:u
404,275,word,Partorire,Beranác,Madono,Maranác,Baara,Beranác,Madono,Maranác,Baara,,,,,,,,m a d o n o,m a d o n o,madono,m a r a n á c,m a r a n a k,maranak,b a a r a,b a a r a,baara
405,275,word,Partorire,Beranác,Madono,Maranác,Omumo,Beranác,Madono,Maranác,Omumo,,,,,,,,m a d o n o,m a d o n o,madono,m a r a n á c,m a r a n a k,maranak,o m u m o,o m u m o,omumo
406,275,word,Patata indigena,Ubi cheladí,Gòbi,Suhát,Eudòpo,Ubi cheladí,Gòbi,Suhát,Eudòpo,,,,,,,,g ò b i,j O b i,jObi,s u h á t,s u h a t,suhat,e u d ò p o,e u d O p o,eudOpo
407,275,word,Pauroso,Tacút,L<i>o</i>m<i>o</i>i m<i>o</i>i,Mabijár,Cahò,Tacút,Lomoi moi,Mabijár,Cahò,,,,,,,,l o m o i # m o i,l o m o i # m o i,lomoi moi,m a b i j á r,m a b i j a r,mabijar,c a h ò,k a h O,kahO
408,275,word,Paura,Tacút,Atau,Bijár,Chiacáho,Tacút,Atau,Bijár,Chiacáho,,,,,,,J. S. A. Van Dissel,a t au,a t a:u,ata:u,b i j á r,b i j a r,bijar,ch i a c á h o,k i a k a h o,kiakaho
409,275,word,Paziente,Sábar,D<i>o</i>d<i>o</i> eb<i>o</i>lo,Noc,Cheoba puhai pahua,Sábar,Dodo ebolo,Noc,Cheoba puhai pahua,,,,,,,,d o d o # e b o l o,d o d o # e b o l o,dodo ebolo,n o c,n o k,nok,ch e o b a # p u h ai # p a h u a,k e o b a # p u h a:i # p a h u a,keoba puha:i pahua
410,275,word,Pazzo,Ghíla,Ohoho,Na lalaen,Caparae bahu,Ghíla,Ohoho,Na lalaen,Caparae bahu,,,,,,,J. S. A. Van Dissel,o h o h o,o h o h o,ohoho,n a # l a l ae n,n a # l a l a:e n,na lala:en,c a p a r ae # b a h u,k a p a r a:e # b a h u,kapara:e bahu
411,275,word,Pelle,Culít,Uli,Huling²,Euli,Culít,Uli,Huling²,Euli,,,,,,,,u l i,u l i,uli,h u l i n g ²,h u l i n j ²,hulinj²,e u l i,e u l i,euli
412,275,word,Penna,Bulu,Bu,Buc²,Pruru,Bulu,Bu,Buc²,Pruru,,,,,,,J. S. A. Van Dissel,b u,b u,bu,b u c ²,b u k ²,buk²,p r u r u,p r u r u,pruru
413,275,word,Pepe,Lada,Lada,Lada,Coro²,Lada,Lada,Lada,Coro²,,,,,,,J. S. A. Van Dissel,l a d a,l a d a,lada,l a d a,l a d a,lada,c o r o ²,k o r o ²,koro²
414,275,word,Perdere,Ilá<i>ng</i>,Teala,Mago,Cheora,Iláng,Teala,Mago,Cheora,,,,,,,J. S. A. Van Dissel,t e a l a,t e a l a,teala,m a g o,m a j o,majo,ch e o r a,k e o r a,keora
415,275,word,Pesante,Brát,Abua,Doc²,Enò,Brát,Abua,Doc²,Enò,,,,,,,,a b u a,a b u a,abua,d o c ²,d o k ²,dok²,e n ò,e n O,enO
416,275,word,Pesoe,Icán,Ia,Decchè,Iaio,Icán,Ia,Decchè,Iaio,,,,,,,,i a,i a,ia,d e c ch è,d e k k E,dekkE,i ai o,i a:i o,ia:io
417,275,word,Pestare col pestello,,Tutu,Limot,Capurica,,Tutu,Limot,Capurica,,,,,,,,t u t u,t u t u,tutu,l i m o t,l i m o t,limot,c a p u r i c a,k a p u r i k a,kapurika
418,275,word,Pestare col pestello,,Tutu,Manduda,Capurica,,Tutu,Manduda,Capurica,,,,,,,,t u t u,t u t u,tutu,m a n d u d a,m a n d u d a,manduda,c a p u r i c a,k a p u r i k a,kapurika
419,275,word,Pestello,Alu,Halu,Balbal,Elacò,Alu,Halu,Balbal,Elacò,,,,,,,,h a l u,h a l u,halu,b a l b a l,b a l b a l,balbal,e l a c ò,e l a k O,elakO
420,275,word,Pestello,Antán,Halu,Balbal,Elacò,Antán,Halu,Balbal,Elacò,,,,,,,,h a l u,h a l u,halu,b a l b a l,b a l b a l,balbal,e l a c ò,e l a k O,elakO
421,275,word,Pettinare,Menisir,Suchu,Manuri,Chichi ulu,Menisir,Suchu,Manuri,Chichi ulu,,,,,,,J. S. A. Van Dissel,s u c h u,s u k h u,sukhu,m a n u r i,m a n u r i,manuri,ch i ch i # u l u,k i k i # u l u,kiki ulu
422,275,word,Petto di donna,Susu prampuán,Memé susú,Susu,Ecoco,Susu prampuán,Memé susú,Susu,Ecoco,,,,,,,,m e m é # s u s ú,m e m e # s u s u,meme susu,s u s u,s u s u,susu,e c o c o,e k o k o,ekoko
423,275,word,Petto di donna,Tetèc,Memé susú,Susu,Ecoco,Tetèc,Memé susú,Susu,Ecoco,,,,,,,,m e m é # s u s ú,m e m e # s u s u,meme susu,s u s u,s u s u,susu,e c o c o,e k o k o,ekoko
424,275,word,Petto di uomo,Dada,Tatoa,,Eamaha,Dada,Tatoa,,Eamaha,,,,,,,,t a t o a,t a t o a,tatoa,,⁇,⁇,e a m a h a,e a m a h a,eamaha
425,275,word,Piangere,Mena<i>ng</i>ís,Mee,Singgòh,Apelu,Menangís,Mee,Singgòh,Apelu,,,,,,,,m e e,m e e,mee,s i n g g ò h,s i n j j O h,sinjjOh,a p e l u,a p e l u,apelu
426,275,word,Piantare,Tanám,Manan<i>o</i>,Manuwán,Bacò,Tanám,Manano,Manuwán,Bacò,,,,,,,,m a n a n o,m a n a n o,manano,m a n u w á n,m a n u w a n,manuwan,b a c ò,b a k O,bakO
427,275,word,Piatto di legno,Pirín caiú,Figa,Pínar tatuan,Epahiù,Pirín caiú,Figa,Pínar tatuan,Epahiù,,,,,,,,f i g a,f i j a,fija,p í n a r # t a t u a n,p i n a r # t a t u a n,pinar tatuan,e p a h i ù,e p a h i u,epahiu
428,275,word,Piatto di legno,Pirín caiú,Figa,Sapa,Epahiù,Pirín caiú,Figa,Sapa,Epahiù,,,,,,,,f i g a,f i j a,fija,s a p a,s a p a,sapa,e p a h i ù,e p a h i u,epahiu
429,275,word,Piccolo,Chicíl,Ide²,Mèt²,Nuchi,Chicíl,Ide²,Mèt²,Nuchi,,,,,,,,i d e ²,i d e ²,ide²,m è t ²,m E t ²,mEt²,n u ch i,n u k i,nuki
430,275,word,Piede,Cachì,Ahe,Pat,Iae,Cachì,Ahe,Pat,Iae,,,,,,,J. S. A. Van Dissel,a h e,a h e,ahe,p a t,p a t,pat,i ae,i a:e,ia:e
431,275,word,Piede,Cachì,Ahe,Pat,Eapáua uae,Cachì,Ahe,Pat,Eapáua uae,,,,,,,J. S. A. Van Dissel,a h e,a h e,ahe,p a t,p a t,pat,e a p á u a # u ae,e a p a u a # u a:e,eapaua ua:e
432,275,word,Pieno,Penú<i>ng</i>,Afono,Goc,Pamo,Penúng,Afono,Goc,Pamo,,,,,,,J. S. A. Van Dissel,a f o n o,a f o n o,afono,g o c,j o k,jok,p a m o,p a m o,pamo
433,275,word,Pietra,Batú,Cara,Batú,Eea,Batú,Cara,Batú,Eea,,,,,,,,c a r a,k a r a,kara,b a t ú,b a t u,batu,e e a,e e a,eea
434,275,word,Pietra da arrotare,Batú gossò,Gobé,Pungà,Eea ia peigi,Batú gossò,Gobé,Pungà,Eea ia peigi,,,,,,,,g o b é,j o b e,jobe,p u n g à,p u n j a,punja,e e a # i a # p ei gi,e e a # i a # p e:i c,eea ia pe:ic
435,275,word,Pioggia,Úgian,Teu,Uda<i>ng</i>,Ebò,Úgian,Teu,Udang,Ebò,,,,,,,,t e u,t e u,teu,u d a n g,u d a n j,udanj,e b ò,e b O,ebO
436,275,word,Più tardi,Tadí,Na furi,Sogot,Bodo,Tadí,Na furi,Sogot,Bodo,,,,,,,,n a # f u r i,n a # f u r i,na furi,s o g o t,s o j o t,sojot,b o d o,b o d o,bodo
437,275,word,Poi,Abís,Awena,Gialo²,Na apé,Abís,Awena,Gialo²,Na apé,,,,,,,,a w e n a,a w e n a,awena,gi a l o ²,c a l o ²,calo²,n a # a p é,n a # a p e,na ape
438,275,word,Pollaio,Tampát aiám,,Sunút,,Tampát aiám,,Sunút,,,,,,,,,,⁇,⁇,s u n ú t,s u n u t,sunut,,⁇,⁇
439,275,word,Pollice,Ibu giari,Turu sebua,Ina ni ta<i>ng</i>án,Ena uapo,Ibu giari,Turu sebua,Ina ni tangán,Ena uapo,,,,,,,,t u r u # s e b u a,t u r u # s e b u a,turu sebua,i n a # n i # t a n g á n,i n a # n i # t a n j a n,ina ni tanjan,e n a # u a p o,e n a # u a p o,ena uapo
440,275,word,Pollice del piede,Ibu giari cachì,,,Ena ua,Ibu giari cachì,,,Ena ua,,,,,,,,,⁇,⁇,,⁇,⁇,e n a # u a,e n a # u a,ena ua
441,275,word,Polpaccio,Giantú<i>ng</i> betís,Arowaha,Gabur,Pio²,Giantúng betís,Arowaha,Gabur,Pio²,,,,,,,J. S. A. Van Dissel,a r o w a h a,a r o w a h a,arowaha,g a b u r,j a b u r,jabur,p i o ²,p i o ²,pio²
442,276,word,Polso,Nadi,B<i>o</i>l<i>o</i>cha,,Epu apò,Nadi,Bolocha,,Epu apò,,,,,,,,b o l o c h a,b o l o k h a,bolokha,,⁇,⁇,e p u # a p ò,e p u # a p O,epu apO
443,276,word,Porcile,Tampát babí,Bao,,Euba ecòio,Tampát babí,Bao,,Euba ecòio,,,,,,,,b ao,b a:o,ba:o,,⁇,⁇,e u b a # e c òi o,e u b a # e k o:i o,euba eko:io
444,276,word,Porco,Babí,Bawi,Babi,Ecòio,Babí,Bawi,Babi,Ecòio,,,,,,,,b a w i,b a w i,bawi,b a b i,b a b i,babi,e c òi o,e k o:i o,eko:io
445,276,word,Porta,Pintú,Bawa ndruh<i>o</i>,Pitu,Ecar èuba,Pintú,Bawa ndruho,Pitu,Ecar èuba,,,,,,,,b a w a # n d r u h o,b a w a # n d r u h o,bawa ndruho,p i t u,p i t u,pitu,e c a r # è u b a,e k a r # E u b a,ekar Euba
446,276,word,Potersi,Bolè,Tola,Noroc,Noha chia,Bolè,Tola,Noroc,Noha chia,,,,,,,,t o l a,t o l a,tola,n o r o c,n o r o k,norok,n o h a # ch i a,n o h a # k i a,noha kia
447,276,word,Potersi,Bolè,Tola,Malo,Noha chia,Bolè,Tola,Malo,Noha chia,,,,,,,,t o l a,t o l a,tola,m a l o,m a l o,malo,n o h a # ch i a,n o h a # k i a,noha kia
448,276,word,Povero,Mischín,Numána,Pógos,Chèoba dobu,Mischín,Numána,Pógos,Chèoba dobu,,,,,,,,n u m á n a,n u m a n a,numana,p ó g o s,p o j o s,pojos,ch è o b a # d o b u,k E o b a # d o b u,kEoba dobu
449,276,word,Prendere,Ambil,Hal<i>o</i>,Buwát,Manà,Ambil,Halo,Buwát,Manà,,,,,,,,h a l o,h a l o,halo,b u w á t,b u w a t,buwat,m a n à,m a n a,mana
